timestamp_utc,phase,attack_label,action,target_count,params
2026-04-28T02:33:51.598256Z,attack_ramp,eclipse,setnetworkactive_false,3,
2026-04-28T02:33:55.584715Z,recovery,eclipse,setnetworkactive_true,3,
