timestamp_utc,phase,attack_label,action,target_count,params
2026-04-27T13:21:44.212205Z,attack_ramp,partition,setnetworkactive_false,36,
2026-04-27T13:21:55.234009Z,recovery,partition,setnetworkactive_true,36,
