timestamp_utc,phase,attack_label,action,target_count,params
2026-04-28T02:41:27.971996Z,attack_ramp,partition,setnetworkactive_false,12,
2026-04-28T02:41:34.894310Z,recovery,partition,setnetworkactive_true,12,
