timestamp_utc,phase,attack_label,action,target_count,params
2026-04-28T02:51:13.995250Z,attack_ramp,partition,setnetworkactive_false,36,
2026-04-28T02:51:23.012965Z,recovery,partition,setnetworkactive_true,36,
