timestamp_utc,phase,attack_label,action,target_count,params
2026-04-28T02:34:18.952315Z,attack_ramp,eclipse,setnetworkactive_false,3,
2026-04-28T02:34:22.992208Z,recovery,eclipse,setnetworkactive_true,3,
