timestamp_utc,phase,sample_idx,src,dst
2026-04-18T07:39:48.838533+00:00,pre_attack,0,32,101
2026-04-18T07:39:48.838533+00:00,pre_attack,0,35,106
2026-04-18T07:39:48.838533+00:00,pre_attack,0,8,9
2026-04-18T07:39:48.838533+00:00,pre_attack,0,40,41
2026-04-18T07:39:48.838533+00:00,pre_attack,0,6,48
2026-04-18T07:39:48.838533+00:00,pre_attack,0,17,94
2026-04-18T07:39:48.838533+00:00,pre_attack,0,9,90
2026-04-18T07:39:48.838533+00:00,pre_attack,0,50,91
2026-04-18T07:39:48.838533+00:00,pre_attack,0,29,68
2026-04-18T07:39:48.838533+00:00,pre_attack,0,61,100
2026-04-18T07:39:48.838533+00:00,pre_attack,0,40,77
2026-04-18T07:39:48.838533+00:00,pre_attack,0,73,74
2026-04-18T07:39:48.838533+00:00,pre_attack,0,25,34
2026-04-18T07:39:48.838533+00:00,pre_attack,0,44,47
2026-04-18T07:39:48.838533+00:00,pre_attack,0,10,54
2026-04-18T07:39:48.838533+00:00,pre_attack,0,62,101
2026-04-18T07:39:48.838533+00:00,pre_attack,0,22,28
2026-04-18T07:39:48.838533+00:00,pre_attack,0,74,75
2026-04-18T07:39:48.838533+00:00,pre_attack,0,36,48
2026-04-18T07:39:48.838533+00:00,pre_attack,0,55,61
2026-04-18T07:39:48.838533+00:00,pre_attack,0,96,99
2026-04-18T07:39:48.838533+00:00,pre_attack,0,88,95
2026-04-18T07:39:48.838533+00:00,pre_attack,0,107,108
2026-04-18T07:39:48.838533+00:00,pre_attack,0,13,101
2026-04-18T07:39:48.838533+00:00,pre_attack,0,5,60
2026-04-18T07:39:48.838533+00:00,pre_attack,0,16,106
2026-04-18T07:39:48.838533+00:00,pre_attack,0,57,107
2026-04-18T07:39:48.838533+00:00,pre_attack,0,49,103
2026-04-18T07:39:48.838533+00:00,pre_attack,0,21,41
2026-04-18T07:39:48.838533+00:00,pre_attack,0,40,54
2026-04-18T07:39:48.838533+00:00,pre_attack,0,10,31
2026-04-18T07:39:48.838533+00:00,pre_attack,0,42,100
2026-04-18T07:39:48.838533+00:00,pre_attack,0,81,91
2026-04-18T07:39:48.838533+00:00,pre_attack,0,54,74
2026-04-18T07:39:48.838533+00:00,pre_attack,0,43,64
2026-04-18T07:39:48.838533+00:00,pre_attack,0,35,60
2026-04-18T07:39:48.838533+00:00,pre_attack,0,13,78
2026-04-18T07:39:48.838533+00:00,pre_attack,0,24,87
2026-04-18T07:39:48.838533+00:00,pre_attack,0,76,97
2026-04-18T07:39:48.838533+00:00,pre_attack,0,9,44
2026-04-18T07:39:48.838533+00:00,pre_attack,0,88,108
2026-04-18T07:39:48.838533+00:00,pre_attack,0,58,85
2026-04-18T07:39:48.838533+00:00,pre_attack,0,80,103
2026-04-18T07:39:48.838533+00:00,pre_attack,0,39,71
2026-04-18T07:39:48.838533+00:00,pre_attack,0,62,91
2026-04-18T07:39:48.838533+00:00,pre_attack,0,54,87
2026-04-18T07:39:48.838533+00:00,pre_attack,0,12,90
2026-04-18T07:39:48.838533+00:00,pre_attack,0,24,64
2026-04-18T07:39:48.838533+00:00,pre_attack,0,16,60
2026-04-18T07:39:48.838533+00:00,pre_attack,0,17,25
2026-04-18T07:39:48.838533+00:00,pre_attack,0,6,15
2026-04-18T07:39:48.838533+00:00,pre_attack,0,49,93
2026-04-18T07:39:48.838533+00:00,pre_attack,0,29,35
2026-04-18T07:39:48.838533+00:00,pre_attack,0,69,71
2026-04-18T07:39:48.838533+00:00,pre_attack,0,61,67
2026-04-18T07:39:48.838533+00:00,pre_attack,0,7,96
2026-04-18T07:39:48.838533+00:00,pre_attack,0,27,74
2026-04-18T07:39:48.838533+00:00,pre_attack,0,58,98
2026-04-18T07:39:48.838533+00:00,pre_attack,0,30,79
2026-04-18T07:39:48.838533+00:00,pre_attack,0,8,97
2026-04-18T07:39:48.838533+00:00,pre_attack,0,54,64
2026-04-18T07:39:48.838533+00:00,pre_attack,0,60,107
2026-04-18T07:39:48.838533+00:00,pre_attack,0,3,18
2026-04-18T07:39:48.838533+00:00,pre_attack,0,103,105
2026-04-18T07:39:48.838533+00:00,pre_attack,0,95,101
2026-04-18T07:39:48.838533+00:00,pre_attack,0,34,91
2026-04-18T07:39:48.838533+00:00,pre_attack,0,53,104
2026-04-18T07:39:48.838533+00:00,pre_attack,0,4,99
2026-04-18T07:39:48.838533+00:00,pre_attack,0,9,34
2026-04-18T07:39:48.838533+00:00,pre_attack,0,5,63
2026-04-18T07:39:48.838533+00:00,pre_attack,0,6,28
2026-04-18T07:39:48.838533+00:00,pre_attack,0,46,101
2026-04-18T07:39:48.838533+00:00,pre_attack,0,8,74
2026-04-18T07:39:48.838533+00:00,pre_attack,0,20,48
2026-04-18T07:39:48.838533+00:00,pre_attack,0,30,92
2026-04-18T07:39:48.838533+00:00,pre_attack,0,41,107
2026-04-18T07:39:48.838533+00:00,pre_attack,0,23,89
2026-04-18T07:39:48.838533+00:00,pre_attack,0,16,50
