timestamp_utc,phase,attack_label,action,target_count,params
2026-04-28T02:40:26.546288Z,attack_ramp,eclipse,setnetworkactive_false,9,
2026-04-28T02:40:31.416796Z,recovery,eclipse,setnetworkactive_true,9,
