timestamp_utc,phase,attack_label,action,target_count,params
2026-04-28T02:37:34.546428Z,attack_ramp,eclipse,setnetworkactive_false,9,
2026-04-28T02:37:39.440956Z,recovery,eclipse,setnetworkactive_true,9,
