timestamp_utc,phase,attack_label,action,target_count,params
2026-04-27T13:21:06.332813Z,attack_ramp,partition,setnetworkactive_false,36,
2026-04-27T13:21:17.169524Z,recovery,partition,setnetworkactive_true,36,
