timestamp_utc,phase,attack_label,action,target_count,params
2026-04-27T14:05:49.744390Z,attack_ramp,eclipse,setnetworkactive_false,9,
2026-04-27T14:05:57.926612Z,recovery,eclipse,setnetworkactive_true,9,
