run_id,reachable_ratio,block_height_spread,fork_events_total_seen
run-001,1.0,3009,4
run-002,1.0,3010,4
run-003,1.0,3013,4
run-004,1.0,3014,4
run-005,1.0,3017,4
run-006,1.0,3018,4
run-007,1.0,3020,4
run-008,1.0,3022,4
run-009,1.0,3024,4
run-010,1.0,3025,4
