timestamp_utc,phase,attack_label,action,target_count,params
2026-04-27T14:06:23.332107Z,attack_ramp,eclipse,setnetworkactive_false,9,
2026-04-27T14:06:30.213902Z,recovery,eclipse,setnetworkactive_true,9,
