timestamp_utc,phase,attack_label,action,target_count,params
2026-04-28T02:32:53.911316Z,attack_ramp,eclipse,setnetworkactive_false,3,
2026-04-28T02:32:57.983425Z,recovery,eclipse,setnetworkactive_true,3,
