timestamp_utc,phase,attack_label,action,target_count,params
2026-04-28T02:43:28.530004Z,attack_ramp,partition,setnetworkactive_false,12,
2026-04-28T02:43:33.792551Z,recovery,partition,setnetworkactive_true,12,
