timestamp_utc,phase,attack_label,action,target_count,params
2026-04-28T02:38:31.938657Z,attack_ramp,eclipse,setnetworkactive_false,9,
2026-04-28T02:38:36.748451Z,recovery,eclipse,setnetworkactive_true,9,
