timestamp_utc,phase,attack_label,action,target_count,params
2026-04-28T02:53:40.098884Z,attack_ramp,tc_netem_delay_loss,netem_apply,4,"{""delay_ms"": 40, ""loss_pct"": 1.0}"
2026-04-28T02:53:44.257750Z,recovery,tc_netem_delay_loss,netem_clear,4,
