timestamp_utc,phase,attack_label,action,target_count,params
2026-04-28T02:37:03.049263Z,attack_ramp,eclipse,setnetworkactive_false,9,
2026-04-28T02:37:09.087337Z,recovery,eclipse,setnetworkactive_true,9,
