timestamp_utc,phase,attack_label,action,target_count,params
2026-04-27T14:04:08.702899Z,attack_ramp,eclipse,setnetworkactive_false,9,
2026-04-27T14:04:15.542372Z,recovery,eclipse,setnetworkactive_true,9,
