timestamp_utc,phase,attack_label,action,target_count,params
2026-04-28T02:34:48.058064Z,attack_ramp,eclipse,setnetworkactive_false,3,
2026-04-28T02:34:52.107144Z,recovery,eclipse,setnetworkactive_true,3,
